species	longitude	latitude
Myrmecophaga tridactyla	-61.8155	-5.198771
Myrmecophaga tridactyla	-61.670495	-5.118199
Myrmecophaga tridactyla	-61.133576	-4.53149
Myrmecophaga tridactyla	-61.095684	-4.444225
Myrmecophaga tridactyla	-61.68245	-5.105991
Myrmecophaga tridactyla	-62.193783	-5.540355
Myrmecophaga tridactyla	-61.66708	-5.069555
Myrmecophaga tridactyla	-62.193695	-5.553059
Myrmecophaga tridactyla	-62.187385	-5.55961
Myrmecophaga tridactyla	-62.174229	-5.558215
Myrmecophaga tridactyla	-62.180035	-5.565626
Myrmecophaga tridactyla	-61.662605	-5.0757
Myrmecophaga tridactyla	-62.10556	-5.44551
Myrmecophaga tridactyla	-61.793373	-5.184025
Myrmecophaga tridactyla	-61.657017	-5.08195
Myrmecophaga tridactyla	-62.09808	-5.40994
Myrmecophaga tridactyla	-61.790016	-5.17139
Myrmecophaga tridactyla	-61.106152	-4.520855
Myrmecophaga tridactyla	-61.663286	-5.112179
Myrmecophaga tridactyla	-61.076744	-4.426375
Myrmecophaga tridactyla	-61.11422	-4.903785
Myrmecophaga tridactyla	-60.714023	-5.250933
Myrmecophaga tridactyla	-61.11429	-4.51308
Myrmecophaga tridactyla	-61.05712	-4.43305
Myrmecophaga tridactyla	-54.376843	-24.93112
Myrmecophaga tridactyla	-50.634311	-24.326124
Myrmecophaga tridactyla	-49.943008	-24.536451
Myrmecophaga tridactyla	-49.943008	-24.536451
Myrmecophaga tridactyla	-49.898048	-25.550452
Myrmecophaga tridactyla	-48.884519	-23.987817
Myrmecophaga tridactyla	-51.982213	-31.351451
Myrmecophaga tridactyla	-40.128618	-19.205931
Myrmecophaga tridactyla	-47.700438	-19.139121
Myrmecophaga tridactyla	-45.89708	-10.142466
Myrmecophaga tridactyla	-55.047742	-3.65192
Myrmecophaga tridactyla	-40.129151	-18.997111
Myrmecophaga tridactyla	-48.360532	-23.404878
Myrmecophaga tridactyla	-48.760745	-23.513031
Myrmecophaga tridactyla	-47.43121	-20.221107
Myrmecophaga tridactyla	-47.632778	-21.62748
Myrmecophaga tridactyla	-47.431855	-21.848489
Myrmecophaga tridactyla	-47.957659	-24.16841
Myrmecophaga tridactyla	-55.62366	-4.891839
Myrmecophaga tridactyla	-52.796209	-18.352463
Myrmecophaga tridactyla	-53.190993	-19.02266
Myrmecophaga tridactyla	-52.874167	-19.051229
Myrmecophaga tridactyla	-52.783056	-19.188333
Myrmecophaga tridactyla	-51.548803	-19.066828
Myrmecophaga tridactyla	-55.936754	-5.655957
Myrmecophaga tridactyla	-57.221663	-6.522081
Myrmecophaga tridactyla	-58.107311	-7.835029
Myrmecophaga tridactyla	-70.298995	-10.975592
Myrmecophaga tridactyla	-61.594111	-8.493907
Myrmecophaga tridactyla	-52.91350077	-18.09693723
Myrmecophaga tridactyla	-52.97893595	-18.14452645
Myrmecophaga tridactyla	-46.71666667	-21.93666667
Myrmecophaga tridactyla	-47.93333333	-15.78333333
Myrmecophaga tridactyla	-52.30034434	-22.55235875
Myrmecophaga tridactyla	-53.09966456	-17.63388333
Myrmecophaga tridactyla	-51.14808273	-14.98151684
Myrmecophaga tridactyla	-52.62784541	-16.31827635
Myrmecophaga tridactyla	-52.8925	-18.17583812
Myrmecophaga tridactyla	-53.81055556	-18.09441881
Myrmecophaga tridactyla	-45.19917948	-8.856931629
Myrmecophaga tridactyla	-50.07444903	-9.641098505
Myrmecophaga tridactyla	-52.93083333	-16.99662579
Myrmecophaga tridactyla	-48.61121001	-23.19906015
Myrmecophaga tridactyla	-48.64195358	-23.23696749
Myrmecophaga tridactyla	-52.38333333	-13.95
Myrmecophaga tridactyla	-52.45	-14.03333333
Myrmecophaga tridactyla	-52.31666667	-14.03333333
Myrmecophaga tridactyla	-52.25	-14.03333333
Myrmecophaga tridactyla	-52.41666667	-13.81666667
Myrmecophaga tridactyla	-52.38333333	-14.06666667
Myrmecophaga tridactyla	-52.31666667	-14.06666667
Myrmecophaga tridactyla	-52.06666667	-14.01666667
Myrmecophaga tridactyla	-52.35	-14.7
Myrmecophaga tridactyla	-57.61666667	-17.75
Myrmecophaga tridactyla	-56.98333333	-18.98333333
Myrmecophaga tridactyla	-62.73472222	-9
Myrmecophaga tridactyla	-63.28166667	-9.5
Myrmecophaga tridactyla	-52.75	-18.31666667
Myrmecophaga tridactyla	-61.12805556	1.816111111
Myrmecophaga tridactyla	-62.59301376	2.223236799
Myrmecophaga tridactyla	-61.14638889	4.431388889
Myrmecophaga tridactyla	-61.14638889	4.431388889
Myrmecophaga tridactyla	-49.61236635	-0.917691162
Myrmecophaga tridactyla	-49.61236635	-0.917691162
Myrmecophaga tridactyla	-49.61236635	-0.917691162
Myrmecophaga tridactyla	-54.70833333	-2.443055556
Myrmecophaga tridactyla	-55.86611111	-1.765555556
Myrmecophaga tridactyla	-54.91027778	-4.095555556
Myrmecophaga tridactyla	-55.58777778	-3.951944444
Myrmecophaga tridactyla	-52.11978531	-7.871189117
Myrmecophaga tridactyla	-51.11777778	-0.056944444
Myrmecophaga tridactyla	-45.24333333	-5.505555556
Myrmecophaga tridactyla	-57.76777778	-14.85027778
Myrmecophaga tridactyla	-53.42723846	-5.6716609
Myrmecophaga tridactyla	-55.63777778	-20.48277778
Myrmecophaga tridactyla	-55.16833333	-21.61444444
Myrmecophaga tridactyla	-48.22	-13.53305556
Myrmecophaga tridactyla	-51.71444444	-17.88138889
Myrmecophaga tridactyla	-48.625	-17.74166667
Myrmecophaga tridactyla	-52.8925	-18.17583812
Myrmecophaga tridactyla	-45.25333333	-21.69694444
Myrmecophaga tridactyla	-49.33166667	-24.1125
Myrmecophaga tridactyla	-46.89361111	-21.83222222
Myrmecophaga tridactyla	-46.79166667	-23.62611111
Myrmecophaga tridactyla	-51.50888889	-20.64611111
Myrmecophaga tridactyla	-56	-1.666666667
Myrmecophaga tridactyla	-67.63838611	-8.64925
Myrmecophaga tridactyla	-68.09566667	-9.152980556
Myrmecophaga tridactyla	-45.58333333	-13.66666667
Myrmecophaga tridactyla	-52.8925	-18.26638889
Myrmecophaga tridactyla	-50	-6
Myrmecophaga tridactyla	-50.33333333	-6.166666667
Myrmecophaga tridactyla	-56.25	-3.833333333
Myrmecophaga tridactyla	-42.33333333	-8.5
Myrmecophaga tridactyla	-42.32972222	-8.447222222
Myrmecophaga tridactyla	-42.76416667	-8.906388889
Myrmecophaga tridactyla	-46.78333333	-20.35
Myrmecophaga tridactyla	-56.65	-18.98333333
Myrmecophaga tridactyla	-52.41666667	-13.81666667
Myrmecophaga tridactyla	-65.33944444	-10.78277778
Myrmecophaga tridactyla	-48.21916667	-18.33722222
Myrmecophaga tridactyla	-50.55722222	-24.21166667
Myrmecophaga tridactyla	-47.93333333	-15.78333333
Myrmecophaga tridactyla	-47.88333333	-15.95
Myrmecophaga tridactyla	-47.55	-15.53333333
Myrmecophaga tridactyla	-47.61666667	-15.63333333
Myrmecophaga tridactyla	-52.75	-18.31666667
Myrmecophaga tridactyla	-53.405	-22.73333333
Myrmecophaga tridactyla	-53.41555556	-22.77833333
Myrmecophaga tridactyla	-53.32916667	-22.86083333
Myrmecophaga tridactyla	-52.26805556	-22.95388889
Myrmecophaga tridactyla	-49.70944444	-24.27638889
Myrmecophaga tridactyla	-48.38333333	-19.16666667
Myrmecophaga tridactyla	-57.48333333	-21.08333333
Myrmecophaga tridactyla	-56.85	-20.7
Myrmecophaga tridactyla	-56.73717117	-20.85270119
Myrmecophaga tridactyla	-56.11416667	-21.45777778
Myrmecophaga tridactyla	-56.52111111	-22.10888889
Myrmecophaga tridactyla	-56.68599698	-21.18146468
Myrmecophaga tridactyla	-56.68599698	-21.18146468
Myrmecophaga tridactyla	-56.68599698	-21.18146468
Myrmecophaga tridactyla	-56.68077469	-21.31316376
Myrmecophaga tridactyla	-56.68599698	-21.18146468
Myrmecophaga tridactyla	-56.68599698	-21.18146468
Myrmecophaga tridactyla	-51.5	-17.66666667
Myrmecophaga tridactyla	-51.08305556	-14.92027778
Myrmecophaga tridactyla	-41.93333333	-5.288333333
Myrmecophaga tridactyla	-49.93333333	-9.833333333
Myrmecophaga tridactyla	-50.5	-11.16666667
Myrmecophaga tridactyla	-51.08305556	-14.92027778
Myrmecophaga tridactyla	-72.85777778	-8.405277778
Myrmecophaga tridactyla	-47.23333333	-10.5
Myrmecophaga tridactyla	-46.16666667	-11.28333333
Myrmecophaga tridactyla	-47.33333333	-21.5
Myrmecophaga tridactyla	-47.91666667	-21.75
Myrmecophaga tridactyla	-47.83027778	-21.59388889
Myrmecophaga tridactyla	-49.6701816	-24.17346993
Myrmecophaga tridactyla	-55.6	-19.5
Myrmecophaga tridactyla	-61.68139362	3.423837445
Myrmecophaga tridactyla	-49	-3.716666667
Myrmecophaga tridactyla	-50	-5.25
Myrmecophaga tridactyla	-56.17476667	-16.71091667
Myrmecophaga tridactyla	-56.17476667	-16.68668333
Myrmecophaga tridactyla	-48.14694444	-24.04305556
Myrmecophaga tridactyla	-47.57194444	-23.86305556
Myrmecophaga tridactyla	-48.62222222	-23.09777778
Myrmecophaga tridactyla	-48.60027778	-23.47583333
Myrmecophaga tridactyla	-56.61583333	-20.08611111
Myrmecophaga tridactyla	-52.93333333	-14.28333333
Myrmecophaga tridactyla	-55.53214134	-9.592103267
Myrmecophaga tridactyla	-57.05	-15.45
Myrmecophaga tridactyla	-57.31666667	-15.8
Myrmecophaga tridactyla	-48.38333333	-19.91666667
Myrmecophaga tridactyla	-48.05	-20.2
Myrmecophaga tridactyla	-45.59888889	-20.30444444
Myrmecophaga tridactyla	-47.41666667	-13.85
Myrmecophaga tridactyla	-47.7	-14.16666667
Myrmecophaga tridactyla	-45.73071389	-15.11674167
Myrmecophaga tridactyla	-45.89619722	-15.42328611
Myrmecophaga tridactyla	-47.91666667	-15.58333333
Myrmecophaga tridactyla	-48.91666667	-15.75
Myrmecophaga tridactyla	-48.48275333	-23.17506613
Myrmecophaga tridactyla	-48.40671658	-23.17506613
Myrmecophaga tridactyla	-55.32138889	-3.326944444
Myrmecophaga tridactyla	-51.52916667	-1.708333333
Myrmecophaga tridactyla	-61.58333333	-1.875555556
Myrmecophaga tridactyla	-61.75361111	-1.873055556
Myrmecophaga tridactyla	-62.72194444	-1.973333333
Myrmecophaga tridactyla	-62.3575	-2.606111111
Myrmecophaga tridactyla	-43.32173687	-18.14784705
Myrmecophaga tridactyla	-62.46666667	-4.333333333
Myrmecophaga tridactyla	-56.65	-18.98333333
Myrmecophaga tridactyla	-49.71666667	-24.23333333
Myrmecophaga tridactyla	-48.58333333	-23.03333333
Myrmecophaga tridactyla	-48.65	-23.11666667
Myrmecophaga tridactyla	-43.08333333	-9.45
Myrmecophaga tridactyla	-43.93333333	-9.516666667
Myrmecophaga tridactyla	-51.71444444	-17.88138889
Myrmecophaga tridactyla	-48.08333333	-15.58333333
Myrmecophaga tridactyla	-48.88333333	-15.75
Myrmecophaga tridactyla	-44.6773262	-15.03817654
Myrmecophaga tridactyla	-42.69944444	-9.015277778
Myrmecophaga tridactyla	-43.41472222	-9.471111111
Myrmecophaga tridactyla	-47.34359363	-20.86195479
Myrmecophaga tridactyla	-55.78722222	-20.47111111
Myrmecophaga tridactyla	-55.77572323	-20.47
Myrmecophaga tridactyla	-48.625	-17.74166667
Myrmecophaga tridactyla	-48.36416667	-13.50555556
Myrmecophaga tridactyla	-54.76	-18.50666667
Myrmecophaga tridactyla	-47.92972222	-15.77972222
Myrmecophaga tridactyla	-49.33166667	-24.1125
Myrmecophaga tridactyla	-47.93333333	-15.78333333
Myrmecophaga tridactyla	-51.71444444	-17.88138889
Myrmecophaga tridactyla	-55.16833333	-21.61444444
Myrmecophaga tridactyla	-52.55111111	-17.56944444
Myrmecophaga tridactyla	-56.37833333	-20.24055556
Myrmecophaga tridactyla	-50.12714748	-9.661745104
Myrmecophaga tridactyla	-55.9413649	-19.48892192
Myrmecophaga tridactyla	-48.64390854	-23.20807521
Myrmecophaga tridactyla	-48.63831368	-23.22194444
Myrmecophaga tridactyla	-47.66651834	-23.93149949
Myrmecophaga tridactyla	-48.6468311	-23.25059752
Myrmecophaga tridactyla	-48.63194444	-23.31680168
Myrmecophaga tridactyla	-48.61986499	-23.30833333
Myrmecophaga tridactyla	-48.61430168	-23.28777778
Myrmecophaga tridactyla	-48.61430168	-23.28777778
Myrmecophaga tridactyla	-48.43472222	-22.69361887
Myrmecophaga tridactyla	-48.44194444	-22.70527778
Myrmecophaga tridactyla	-48.6480478	-23.25624612
Myrmecophaga tridactyla	-61.65483993	3.382895315
Myrmecophaga tridactyla	-61.60725071	3.397766946
Myrmecophaga tridactyla	-67.71353068	-8.293378545
Myrmecophaga tridactyla	-59.26650587	-1.264195579
Myrmecophaga tridactyla	-53.62492284	1.71932287
Myrmecophaga tridactyla	-56.65280128	-1.16606717
Myrmecophaga tridactyla	-51.27386429	3.856648826
Myrmecophaga tridactyla	-53.1443028	-0.493700047
Myrmecophaga tridactyla	-41.45071462	-12.76752737
Myrmecophaga tridactyla	-39.1010786	-15.16016202
Myrmecophaga tridactyla	-55.89438829	-15.28974394
Myrmecophaga tridactyla	-57.39504148	-17.59563932
Myrmecophaga tridactyla	-56.25282791	-19.56017752
Myrmecophaga tridactyla	-43.78410127	-17.83157379
Myrmecophaga tridactyla	-47.26071529	-19.34474448
Myrmecophaga tridactyla	-53.81609875	-25.39464282
Myrmecophaga tridactyla	-54.01657834	-23.72850661
Myrmecophaga tridactyla	-50.23406585	-24.59477015
Myrmecophaga tridactyla	-45.3235524	-18.36107914
Myrmecophaga tridactyla	-63.33600958	-11.10101925
Myrmecophaga tridactyla	-56.14138933	-16.87056111
Myrmecophaga tridactyla	-51.98221262	-31.35145092
Myrmecophaga tridactyla	-40.1286177	-19.20593082
Myrmecophaga tridactyla	-47.70043815	-19.13912064
Myrmecophaga tridactyla	-46.90257446	-11.22666667
Myrmecophaga tridactyla	-50.40926785	1.998508638
Myrmecophaga tridactyla	-48.36053239	-23.4048781
Myrmecophaga tridactyla	-48.76074534	-23.5130309
Myrmecophaga tridactyla	-47.43120955	-20.22110728
Myrmecophaga tridactyla	-47.63277778	-21.62748035
Myrmecophaga tridactyla	-47.43185546	-21.84848928
Myrmecophaga tridactyla	-47.95765894	-24.16841003
Myrmecophaga tridactyla	-55.62366037	-4.891839036
Myrmecophaga tridactyla	-52.79620886	-18.35246278
Myrmecophaga tridactyla	-53.19099318	-19.02265985
Myrmecophaga tridactyla	-52.87416667	-19.05122904
Myrmecophaga tridactyla	-52.78305556	-19.18833333
Myrmecophaga tridactyla	-51.54356919	-19.82527778
Myrmecophaga tridactyla	-57.22166252	-6.522080767
Myrmecophaga tridactyla	-55.93675357	-5.655956961
Myrmecophaga tridactyla	-70.2989951	-10.97559215
Myrmecophaga tridactyla	-61.59411106	-8.493907169
Myrmecophaga tridactyla	-58.10731115	-7.835028737
Myrmecophaga tridactyla	-43.276023	-19.633927
Myrmecophaga tridactyla	-45.59888889	-20.30444444
Myrmecophaga tridactyla	-48.160238	-18.769629
Myrmecophaga tridactyla	-56.617402	-18.983633
Myrmecophaga tridactyla	-46.433333	-20.233333
Myrmecophaga tridactyla	-56.616667	-18.983333
Myrmecophaga tridactyla	-46.433333	-20.233333
Myrmecophaga tridactyla	-54.047778	-6.389444
Myrmecophaga tridactyla	-46.974	-19.675078
Myrmecophaga tridactyla	-48.065	-15.764167
Myrmecophaga tridactyla	-48.082778	-15.736667
Myrmecophaga tridactyla	-54.55	-25.433333
Myrmecophaga tridactyla	-47.913331	-19.809503
Myrmecophaga tridactyla	-49.926463	-24.573086
Myrmecophaga tridactyla	-54.735556	-20.5725
Myrmecophaga tridactyla	-54.735556	-20.5725
Myrmecophaga tridactyla	-55.966306	-20.111228
Myrmecophaga tridactyla	-48.057982	-15.787027
Myrmecophaga tridactyla	-57.045703	-1.080098
Myrmecophaga tridactyla	-51.55784	-0.165805
Myrmecophaga tridactyla	-41.99552	-19.73442
Myrmecophaga tridactyla	-51.876804	-16.926723
Myrmecophaga tridactyla	-52.620057	-16.475748
Myrmecophaga tridactyla	-52.632307	-16.468692
Myrmecophaga tridactyla	-52.632752	-16.459914
Myrmecophaga tridactyla	-52.634474	-16.467886
Myrmecophaga tridactyla	-52.655585	-16.481164
Myrmecophaga tridactyla	-54.486349	-16.469905
Myrmecophaga tridactyla	-55.767934	-15.728211
Myrmecophaga tridactyla	-55.772429	-15.756231
Myrmecophaga tridactyla	-59.281083	-13.832267
Myrmecophaga tridactyla	-59.325117	-13.478667
Myrmecophaga tridactyla	-59.281083	-13.832267
Myrmecophaga tridactyla	-59.25185	-13.932083
Myrmecophaga tridactyla	-59.35075	-13.701167
Myrmecophaga tridactyla	-63.6355	-2.4757
Myrmecophaga tridactyla	-64.6487	-2.522
Myrmecophaga tridactyla	-64.6748	-2.4783
Myrmecophaga tridactyla	-64.6489	-2.486
Myrmecophaga tridactyla	-64.6289	-2.4914
Myrmecophaga tridactyla	-64.6485	-2.4494
Myrmecophaga tridactyla	-64.6265	-2.4609
Myrmecophaga tridactyla	-64.659	-2.5092
Myrmecophaga tridactyla	-64.6375	-2.5351
Myrmecophaga tridactyla	-64.3642	-2.281
Myrmecophaga tridactyla	-64.6119	-2.4214
Myrmecophaga tridactyla	-64.6119	-2.4214
Myrmecophaga tridactyla	-64.5618	-2.4474
Myrmecophaga tridactyla	-64.5742	-2.467
Myrmecophaga tridactyla	-64.5742	-2.467
Myrmecophaga tridactyla	-64.6276	-2.426
Myrmecophaga tridactyla	-64.6603	-2.4386
Myrmecophaga tridactyla	-64.6325	-2.5136
Myrmecophaga tridactyla	-64.6487	-2.522
Myrmecophaga tridactyla	-64.6748	-2.4783
Myrmecophaga tridactyla	-64.6748	-2.4783
Myrmecophaga tridactyla	-64.6489	-2.486
Myrmecophaga tridactyla	-64.6289	-2.4914
Myrmecophaga tridactyla	-64.6289	-2.4914
Myrmecophaga tridactyla	-64.6636	-2.4927
Myrmecophaga tridactyla	-64.6421	-2.501
Myrmecophaga tridactyla	-64.6162	-2.5063
Myrmecophaga tridactyla	-64.6265	-2.4609
Myrmecophaga tridactyla	-64.659	-2.5092
Myrmecophaga tridactyla	-64.6161	-2.4389
Myrmecophaga tridactyla	-64.5864	-2.5189
Myrmecophaga tridactyla	-64.5669	-2.5155
Myrmecophaga tridactyla	-64.5678	-2.4987
Myrmecophaga tridactyla	-64.5678	-2.4987
Myrmecophaga tridactyla	-64.5585	-2.4639
Myrmecophaga tridactyla	-64.5742	-2.467
Myrmecophaga tridactyla	-64.6337	-2.4668
Myrmecophaga tridactyla	-64.6541	-2.4617
Myrmecophaga tridactyla	-64.5974	-2.476
Myrmecophaga tridactyla	-64.5974	-2.476
Myrmecophaga tridactyla	-64.5974	-2.476
Myrmecophaga tridactyla	-64.5974	-2.476
Myrmecophaga tridactyla	-64.5974	-2.476
Myrmecophaga tridactyla	-64.6161	-2.4471
Myrmecophaga tridactyla	-64.6161	-2.4471
Myrmecophaga tridactyla	-64.6161	-2.4471
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5695	-2.4576
Myrmecophaga tridactyla	-64.5695	-2.4576
Myrmecophaga tridactyla	-64.5695	-2.4576
Myrmecophaga tridactyla	-64.5695	-2.4576
Myrmecophaga tridactyla	-64.6603	-2.4386
Myrmecophaga tridactyla	-64.6603	-2.4386
Myrmecophaga tridactyla	-64.6325	-2.5136
Myrmecophaga tridactyla	-64.6325	-2.5136
Myrmecophaga tridactyla	-64.6748	-2.4783
Myrmecophaga tridactyla	-64.6748	-2.4783
Myrmecophaga tridactyla	-64.6421	-2.501
Myrmecophaga tridactyla	-64.6485	-2.4494
Myrmecophaga tridactyla	-64.6375	-2.5351
Myrmecophaga tridactyla	-64.6161	-2.4389
Myrmecophaga tridactyla	-64.6161	-2.4389
Myrmecophaga tridactyla	-64.6105	-2.4535
Myrmecophaga tridactyla	-64.5907	-2.4615
Myrmecophaga tridactyla	-64.5907	-2.4615
Myrmecophaga tridactyla	-64.5907	-2.4615
Myrmecophaga tridactyla	-64.5678	-2.4987
Myrmecophaga tridactyla	-64.5678	-2.4987
Myrmecophaga tridactyla	-64.5817	-2.4339
Myrmecophaga tridactyla	-64.5618	-2.4474
Myrmecophaga tridactyla	-64.5618	-2.4474
Myrmecophaga tridactyla	-64.5618	-2.4474
Myrmecophaga tridactyla	-64.6276	-2.426
Myrmecophaga tridactyla	-64.7051	-2.3837
Myrmecophaga tridactyla	-64.7081	-2.411
Myrmecophaga tridactyla	-64.7143	-2.3758
Myrmecophaga tridactyla	-64.7014	-2.4785
Myrmecophaga tridactyla	-64.6968	-2.4785
Myrmecophaga tridactyla	-64.7125	-2.4269
Myrmecophaga tridactyla	-64.7051	-2.4697
Myrmecophaga tridactyla	-64.7051	-2.4697
Myrmecophaga tridactyla	-64.7063	-2.4726
Myrmecophaga tridactyla	-64.7063	-2.4726
Myrmecophaga tridactyla	-64.6602	-2.4386
Myrmecophaga tridactyla	-64.6324	-2.5137
Myrmecophaga tridactyla	-64.6324	-2.5137
Myrmecophaga tridactyla	-64.6487	-2.5221
Myrmecophaga tridactyla	-64.6814	-2.4608
Myrmecophaga tridactyla	-64.6218	-2.5261
Myrmecophaga tridactyla	-64.6218	-2.5261
Myrmecophaga tridactyla	-64.6152	-2.4903
Myrmecophaga tridactyla	-64.6344	-2.4452
Myrmecophaga tridactyla	-64.6344	-2.4452
Myrmecophaga tridactyla	-64.6344	-2.4452
Myrmecophaga tridactyla	-64.6484	-2.4495
Myrmecophaga tridactyla	-64.6484	-2.4495
Myrmecophaga tridactyla	-64.6484	-2.4495
Myrmecophaga tridactyla	-64.6628	-2.4562
Myrmecophaga tridactyla	-64.659	-2.5092
Myrmecophaga tridactyla	-64.6566	-2.4711
Myrmecophaga tridactyla	-64.6374	-2.535
Myrmecophaga tridactyla	-64.6374	-2.535
Myrmecophaga tridactyla	-64.6105	-2.4534
Myrmecophaga tridactyla	-64.6105	-2.4534
Myrmecophaga tridactyla	-64.6105	-2.4534
Myrmecophaga tridactyla	-64.5906	-2.4616
Myrmecophaga tridactyla	-64.5906	-2.4616
Myrmecophaga tridactyla	-64.5938	-2.4457
Myrmecophaga tridactyla	-64.5938	-2.4457
Myrmecophaga tridactyla	-64.5938	-2.4457
Myrmecophaga tridactyla	-64.5667	-2.5153
Myrmecophaga tridactyla	-64.5676	-2.4988
Myrmecophaga tridactyla	-64.5676	-2.4988
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5699	-2.4824
Myrmecophaga tridactyla	-64.5889	-2.4204
Myrmecophaga tridactyla	-64.5889	-2.4204
Myrmecophaga tridactyla	-64.5776	-2.4509
Myrmecophaga tridactyla	-64.5776	-2.4509
Myrmecophaga tridactyla	-64.5776	-2.4509
Myrmecophaga tridactyla	-64.5776	-2.4509
Myrmecophaga tridactyla	-64.651	-2.4406
Myrmecophaga tridactyla	-64.651	-2.4406
Myrmecophaga tridactyla	-64.6285	-2.5044
Myrmecophaga tridactyla	-64.5744	-2.506
Myrmecophaga tridactyla	-64.6162	-2.4471
Myrmecophaga tridactyla	-64.6162	-2.4471
Myrmecophaga tridactyla	-64.6162	-2.4471
Myrmecophaga tridactyla	-64.6162	-2.4471
Myrmecophaga tridactyla	-64.6162	-2.4471
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.5852	-2.4422
Myrmecophaga tridactyla	-64.6594	-2.4645
Myrmecophaga tridactyla	-64.5948	-2.4367
Myrmecophaga tridactyla	-64.6775	-2.4686
Myrmecophaga tridactyla	-64.6617	-2.4476
Myrmecophaga tridactyla	-64.6062	-2.4271
Myrmecophaga tridactyla	-64.6062	-2.4271
Myrmecophaga tridactyla	-64.6062	-2.4271
Myrmecophaga tridactyla	-64.6228	-2.4801
Myrmecophaga tridactyla	-64.6103	-2.4923
Myrmecophaga tridactyla	-64.6176	-2.5149
Myrmecophaga tridactyla	-50.436531	-14.38527
Myrmecophaga tridactyla	-50.533932	-14.82804
Myrmecophaga tridactyla	-49.325821	-11.40814
Myrmecophaga tridactyla	-49.511848	-11.75337
Myrmecophaga tridactyla	-49.90469	-12.76907
Myrmecophaga tridactyla	-50.191311	-15.7118
Myrmecophaga tridactyla	-52.245491	-18.950041
Myrmecophaga tridactyla	-46.585394	-20.241023
Myrmecophaga tridactyla	-46.663877	-20.182992
Myrmecophaga tridactyla	-56.283717	-16.588644
Myrmecophaga tridactyla	-56.067403	-16.894595
Myrmecophaga tridactyla	-49.656667	-25.497778
Myrmecophaga tridactyla	-50.58546	-24.227351
Myrmecophaga tridactyla	-51.928174	-31.441154
Myrmecophaga tridactyla	-51.060101	-30.182822
Myrmecophaga tridactyla	-52.512194	-31.775414
Myrmecophaga tridactyla	-49.724352	-29.332367
Myrmecophaga tridactyla	-50.253792	-24.746929
Myrmecophaga tridactyla	-50.207775	-24.714409
Myrmecophaga tridactyla	-49.783333	-24.316667
Myrmecophaga tridactyla	-52.4	-28.25
Myrmecophaga tridactyla	-48.7	-25.383333
Myrmecophaga tridactyla	-48.33054	-25.300914
Myrmecophaga tridactyla	-51.466667	-24.5
Myrmecophaga tridactyla	-51.933333	-23.9
Myrmecophaga tridactyla	-50.666667	-26.083333
Myrmecophaga tridactyla	-50.5	-25.05
Myrmecophaga tridactyla	-53	-23.5
Myrmecophaga tridactyla	-54.316667	-24.85
Myrmecophaga tridactyla	-50.55	-24.2
Myrmecophaga tridactyla	-50.033333	-25.25
Myrmecophaga tridactyla	-49.866667	-25.666667
Myrmecophaga tridactyla	-52	-26.5
Myrmecophaga tridactyla	-49.699999	-24.25
Myrmecophaga tridactyla	-49.65	-24.166667
Myrmecophaga tridactyla	-50.066667	-24.316667
Myrmecophaga tridactyla	-49.833333	-25.5
Myrmecophaga tridactyla	-49.666667	-24.216667
Myrmecophaga tridactyla	-50	-24.35
Myrmecophaga tridactyla	-49.75	-25.6
Myrmecophaga tridactyla	-50.066667	-24.366667
Myrmecophaga tridactyla	-50.15	-25.083333
Myrmecophaga tridactyla	-49.7	-24.233333
Myrmecophaga tridactyla	-49.983333	-25.2
Myrmecophaga tridactyla	-49.583333	-24.566667
Myrmecophaga tridactyla	-49.583333	-24.283333
Myrmecophaga tridactyla	-49.5	-24.133333
Myrmecophaga tridactyla	-49.649999	-25.483333
Myrmecophaga tridactyla	-50.233333	-24.733333
Myrmecophaga tridactyla	-50.183333	-24.7
Myrmecophaga tridactyla	-53.816667	-25.45
Myrmecophaga tridactyla	-54	-23.733333
Myrmecophaga tridactyla	-52	-23.9
Myrmecophaga tridactyla	-52.35	-26.4
Myrmecophaga tridactyla	-49.8	-23.866667
Myrmecophaga tridactyla	-49.716667	-25.533333
Myrmecophaga tridactyla	-52.8	-23.2
Myrmecophaga tridactyla	-49.8	-23.916667
Myrmecophaga tridactyla	-49.966667	-24.183333
Myrmecophaga tridactyla	-53.166	-18.416
Myrmecophaga tridactyla	-53.183	-19.016
Myrmecophaga tridactyla	-52.783	-18.35
Myrmecophaga tridactyla	-52.866	-19.033
Myrmecophaga tridactyla	-52.766	-19.183
Myrmecophaga tridactyla	-52.983	-18.95
