species	longitude	latitude
Myrmecophaga tridactyla	-63.872725	-8.97063
Myrmecophaga tridactyla	-60.370008	-13.77682
Myrmecophaga tridactyla	-65.636077	-15.028935
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-56.650657	-15.132536
Myrmecophaga tridactyla	-53.322892	-17.382517
Myrmecophaga tridactyla	-53.322892	-17.382517
Myrmecophaga tridactyla	-53.322892	-17.382517
Myrmecophaga tridactyla	-53.322892	-17.382517
Myrmecophaga tridactyla	-53.322892	-17.382517
Myrmecophaga tridactyla	-54.88856927	-17.62012097
Myrmecophaga tridactyla	-54.88675193	-17.61761718
Myrmecophaga tridactyla	-55.74861984	-20.33463051
Myrmecophaga tridactyla	-55.57272545	-20.01620372
Myrmecophaga tridactyla	-55.16862286	-19.31279153
Myrmecophaga tridactyla	-54.9210492	-19.0903249
Myrmecophaga tridactyla	-55.48795433	-19.8665242
Myrmecophaga tridactyla	-56.42332373	-21.12600329
Myrmecophaga tridactyla	-57.61587688	-19.09522634
Myrmecophaga tridactyla	-57.63546326	-19.25494435
Myrmecophaga tridactyla	-57.52210186	-19.40036604
Myrmecophaga tridactyla	-57.28452331	-19.56838715
Myrmecophaga tridactyla	-57.02894957	-19.64539722
Myrmecophaga tridactyla	-56.94923898	-19.78621554
Myrmecophaga tridactyla	-56.85108226	-19.9347168
Myrmecophaga tridactyla	-56.61950349	-20.15517845
Myrmecophaga tridactyla	-56.56381033	-20.20052902
Myrmecophaga tridactyla	-56.21183284	-20.43224368
Myrmecophaga tridactyla	-56.02378557	-20.50087099
Myrmecophaga tridactyla	-55.84270869	-20.56774482
Myrmecophaga tridactyla	-56.505633	-21.154982
Myrmecophaga tridactyla	-56.552673	-20.88483
Myrmecophaga tridactyla	-56.694265	-20.802288
Myrmecophaga tridactyla	-56.690874	-20.797472
Myrmecophaga tridactyla	-56.682132	-20.791589
Myrmecophaga tridactyla	-56.711854	-20.856223
Myrmecophaga tridactyla	-56.315786	-21.666491
Myrmecophaga tridactyla	-56.608459	-20.536718
Myrmecophaga tridactyla	-56.443231	-21.41693
Myrmecophaga tridactyla	-56.308924	-21.244977
Myrmecophaga tridactyla	-56.322716	-21.26259
Myrmecophaga tridactyla	-56.726949	-21.27134
Myrmecophaga tridactyla	-56.793437	-20.736047
Myrmecophaga tridactyla	-61.43	-3.26
Myrmecophaga tridactyla	-61.43	-3.26
Myrmecophaga tridactyla	-40.702863	-6.20848
Myrmecophaga tridactyla	-56.30056	-9.939796
Myrmecophaga tridactyla	-56.30159	-9.941813
Myrmecophaga tridactyla	-56.429302	-9.969076
Myrmecophaga tridactyla	-55.92897	-9.620044
Myrmecophaga tridactyla	-55.92786	-9.622811
Myrmecophaga tridactyla	-55.682644	-9.963512
Myrmecophaga tridactyla	-56.150223	-9.767592
Myrmecophaga tridactyla	-56.152271	-9.766293
Myrmecophaga tridactyla	-55.890701	-10.01032
Myrmecophaga tridactyla	-56.303215	-9.875713
Myrmecophaga tridactyla	-56.391373	-9.72661
Myrmecophaga tridactyla	-56.584808	-9.739295
Myrmecophaga tridactyla	-52.53577036	-22.41027864
Myrmecophaga tridactyla	-52.49936126	-22.41461266
Myrmecophaga tridactyla	-50.95756732	-22.09544453
Myrmecophaga tridactyla	-48.08604647	-23.15671801
Myrmecophaga tridactyla	-49.28766507	-21.52716604
Myrmecophaga tridactyla	-49.31356349	-21.5280892
Myrmecophaga tridactyla	-50.222277	-20.493271
Myrmecophaga tridactyla	-50.211198	-20.48635
Myrmecophaga tridactyla	-50.23003	-20.478711
Myrmecophaga tridactyla	-50.213562	-20.494875
Myrmecophaga tridactyla	-52.3275	3.1883
Myrmecophaga tridactyla	-52.2825	3.2336
Myrmecophaga tridactyla	-52.3355	3.1527
Myrmecophaga tridactyla	-52.4435	4.8687
Myrmecophaga tridactyla	-53.8835	5.478
Myrmecophaga tridactyla	-53.3997	3.0887
Myrmecophaga tridactyla	-53.2333	5.3667
Myrmecophaga tridactyla	-52.6581	4.0687
Myrmecophaga tridactyla	-52.6581	4.0687
Myrmecophaga tridactyla	-53.2498	5.3483
Myrmecophaga tridactyla	-53.2061	5.3276
Myrmecophaga tridactyla	-53.2213	5.3676
Myrmecophaga tridactyla	-53.2061	5.3276
Myrmecophaga tridactyla	-53.2061	5.3276
Myrmecophaga tridactyla	-51.8567	3.9671
Myrmecophaga tridactyla	-52.2905	4.6028
Myrmecophaga tridactyla	-52.2905	4.6028
Myrmecophaga tridactyla	-52.2905	4.6028
Myrmecophaga tridactyla	-52.2905	4.6028
Myrmecophaga tridactyla	-52.8694	2.2481
Myrmecophaga tridactyla	-51.83	3.9
Myrmecophaga tridactyla	-53.6	5.45
Myrmecophaga tridactyla	-53.65	5.41
Myrmecophaga tridactyla	-53.86	5.75
Myrmecophaga tridactyla	-52.47	4.58
Myrmecophaga tridactyla	-52.6	3.99
Myrmecophaga tridactyla	-52.6	3.99
Myrmecophaga tridactyla	-52.67	4.08
Myrmecophaga tridactyla	-51.96	3.94
Myrmecophaga tridactyla	-52.09	4.14
Myrmecophaga tridactyla	-52.93	5.03
Myrmecophaga tridactyla	-52.93	5.03
Myrmecophaga tridactyla	-53.03	5.32
Myrmecophaga tridactyla	-53.05833333	5.425
Myrmecophaga tridactyla	-53.39	3.53
Myrmecophaga tridactyla	-52.49	2.73
Myrmecophaga tridactyla	-53.41	5.22
Myrmecophaga tridactyla	-52.03	4.55
Myrmecophaga tridactyla	-52.15	4.55
Myrmecophaga tridactyla	-52.67	5.18
Myrmecophaga tridactyla	-52.67	5.18
Myrmecophaga tridactyla	-52.56	4.98
Myrmecophaga tridactyla	-52.84	5.3
Myrmecophaga tridactyla	-53.32	5.51
Myrmecophaga tridactyla	-54.03	3.66
Myrmecophaga tridactyla	-52.55	5.066666667
Myrmecophaga tridactyla	-52.55	5.066666667
Myrmecophaga tridactyla	-53.41666667	3.75
Myrmecophaga tridactyla	-52.74	3.82
Myrmecophaga tridactyla	-52.09	4.52
Myrmecophaga tridactyla	-52.92	5.32
Myrmecophaga tridactyla	-52.94	5.32
Myrmecophaga tridactyla	-52.14	4.35
Myrmecophaga tridactyla	-52.04	4.24
Myrmecophaga tridactyla	-52.79	5.12
Myrmecophaga tridactyla	-52.35	4.9
Myrmecophaga tridactyla	-52.03	4.05
Myrmecophaga tridactyla	-53.86	5.71
Myrmecophaga tridactyla	-52.96	5.12
Myrmecophaga tridactyla	-53.07	4.8
Myrmecophaga tridactyla	-54.01	5.48
Myrmecophaga tridactyla	-53.21	3.63
Myrmecophaga tridactyla	-53.03	5.39
Myrmecophaga tridactyla	-52.75	5.23
Myrmecophaga tridactyla	-53.06	5.41
Myrmecophaga tridactyla	-52.93	5.37
Myrmecophaga tridactyla	-53.11	5.43
Myrmecophaga tridactyla	-53.1	5.44
Myrmecophaga tridactyla	-52.12	3.77
Myrmecophaga tridactyla	-52.7573	3.83632
Myrmecophaga tridactyla	-52.3116	4.75844
Myrmecophaga tridactyla	-52.7326	4.0823
Myrmecophaga tridactyla	-53.6512	5.64159
Myrmecophaga tridactyla	-53.2154	3.4811
Myrmecophaga tridactyla	-52.8565	5.33766
Myrmecophaga tridactyla	-53.2177	2.45171
Myrmecophaga tridactyla	-52.9274	5.27634
Myrmecophaga tridactyla	-52.9578	4.9983
Myrmecophaga tridactyla	-53.25839996	3.734529972
Myrmecophaga tridactyla	-53.3767	5.53025
Myrmecophaga tridactyla	-52.1132	4.60987
Myrmecophaga tridactyla	-52.0166	3.93724
Myrmecophaga tridactyla	-52.5082	4.78973
Myrmecophaga tridactyla	-52.0043	4.05246
Myrmecophaga tridactyla	-53.0707	5.42962
Myrmecophaga tridactyla	-52.3116	4.75844
Myrmecophaga tridactyla	-53.6512	5.64159
Myrmecophaga tridactyla	-52.93483	5.03372
Myrmecophaga tridactyla	-52.308	3.794666667
Myrmecophaga tridactyla	-52.32188	3.7355
Myrmecophaga tridactyla	-52.67297	4.03803
Myrmecophaga tridactyla	-60.316856	-24.22092
Myrmecophaga tridactyla	-60.316856	-24.22092
Myrmecophaga tridactyla	-60.326111	-24.22092
Myrmecophaga tridactyla	-60.33234	-24.24529
Myrmecophaga tridactyla	-60.33234	-24.24529
Myrmecophaga tridactyla	-60.33234	-24.24529
Myrmecophaga tridactyla	-60.33268	-24.21832
Myrmecophaga tridactyla	-60.331669	-24.24609
Myrmecophaga tridactyla	-60.331669	-24.24609
Myrmecophaga tridactyla	-60.331669	-24.24609
Myrmecophaga tridactyla	-60.319489	-24.24527
Myrmecophaga tridactyla	-60.319489	-24.24527
Myrmecophaga tridactyla	-60.319489	-24.24527
Myrmecophaga tridactyla	-60.319489	-24.24527
Myrmecophaga tridactyla	-60.316502	-24.22028
Myrmecophaga tridactyla	-60.316502	-24.22028
Myrmecophaga tridactyla	-60.318143	-24.23778
Myrmecophaga tridactyla	-60.317583	-24.23306
Myrmecophaga tridactyla	-60.317583	-24.23306
Myrmecophaga tridactyla	-60.317583	-24.23306
Myrmecophaga tridactyla	-60.317583	-24.23306
Myrmecophaga tridactyla	-60.326073	-24.23424
Myrmecophaga tridactyla	-60.326073	-24.23424
Myrmecophaga tridactyla	-60.326073	-24.23424
Myrmecophaga tridactyla	-60.326073	-24.23424
Myrmecophaga tridactyla	-60.324999	-24.23181
Myrmecophaga tridactyla	-60.337827	-24.24427
Myrmecophaga tridactyla	-60.337827	-24.24427
Myrmecophaga tridactyla	-60.337827	-24.24427
Myrmecophaga tridactyla	-61.49412	-27.6339
Myrmecophaga tridactyla	-61.49659	-27.62492
Myrmecophaga tridactyla	-61.48557	-27.61389
Myrmecophaga tridactyla	-61.48558	-27.62321
Myrmecophaga tridactyla	-61.47793	-27.62779
Myrmecophaga tridactyla	-61.47748	-27.63405
Myrmecophaga tridactyla	-61.49843	-27.61088
Myrmecophaga tridactyla	-61.36858	-27.10911
Myrmecophaga tridactyla	-61.37074	-27.11319
Myrmecophaga tridactyla	-61.36748	-27.11368
Myrmecophaga tridactyla	-61.36426	-27.11242
Myrmecophaga tridactyla	-61.3661	-27.11012
Myrmecophaga tridactyla	-61.37361	-27.10294
Myrmecophaga tridactyla	-61.37153	-27.10154
Myrmecophaga tridactyla	-61.36873	-27.09992
Myrmecophaga tridactyla	-61.42507	-27.03734
Myrmecophaga tridactyla	-61.4211	-27.04028
Myrmecophaga tridactyla	-61.41077	-27.03536
Myrmecophaga tridactyla	-61.40878	-27.02537
Myrmecophaga tridactyla	-61.42978	-27.03392
Myrmecophaga tridactyla	-61.42005	-27.00375
Myrmecophaga tridactyla	-61.44469	-27.03493
Myrmecophaga tridactyla	-61.39716	-27.0683
Myrmecophaga tridactyla	-61.4119	-27.25255
Myrmecophaga tridactyla	-61.42689	-27.26227
Myrmecophaga tridactyla	-61.52553	-27.23055
Myrmecophaga tridactyla	-61.52545	-27.23491
Myrmecophaga tridactyla	-61.5256	-27.24166
Myrmecophaga tridactyla	-61.5476	-27.24396
Myrmecophaga tridactyla	-61.54071	-27.24386
Myrmecophaga tridactyla	-61.38065	-27.04503
Myrmecophaga tridactyla	-61.37953	-27.04983
Myrmecophaga tridactyla	-61.38206	-27.05507
Myrmecophaga tridactyla	-61.38487	-27.05765
Myrmecophaga tridactyla	-61.38841	-27.06171
Myrmecophaga tridactyla	-61.39581	-27.03561
Myrmecophaga tridactyla	-61.41968	-26.9983
Myrmecophaga tridactyla	-61.41326	-27.00289
Myrmecophaga tridactyla	-61.4351	-27.0482
Myrmecophaga tridactyla	-61.17497	-27.268
Myrmecophaga tridactyla	-61.18598	-27.27346
Myrmecophaga tridactyla	-61.14738	-27.28787
Myrmecophaga tridactyla	-61.55282	-27.27242
Myrmecophaga tridactyla	-61.42924	-27.04623
Myrmecophaga tridactyla	-61.53505	-27.44131
Myrmecophaga tridactyla	-61.29573	-27.20172
Myrmecophaga tridactyla	-61.29111	-27.1966
Myrmecophaga tridactyla	-61.52922	-27.43705
Myrmecophaga tridactyla	-61.52509	-27.34848
Myrmecophaga tridactyla	-61.52501	-27.34272
Myrmecophaga tridactyla	-61.52502	-27.33754
Myrmecophaga tridactyla	-61.52501	-27.33203
Myrmecophaga tridactyla	-61.52571	-27.32735
Myrmecophaga tridactyla	-61.53139	-27.32718
Myrmecophaga tridactyla	-61.53818	-27.32722
Myrmecophaga tridactyla	-61.54534	-27.32721
Myrmecophaga tridactyla	-61.5252	-27.43419
Myrmecophaga tridactyla	-61.52498	-27.42863
Myrmecophaga tridactyla	-61.52511	-27.42382
Myrmecophaga tridactyla	-61.52527	-27.35972
Myrmecophaga tridactyla	-61.52522	-27.35362
Myrmecophaga tridactyla	-61.4003	-27.10124
Myrmecophaga tridactyla	-61.40148	-27.10313
Myrmecophaga tridactyla	-61.40671	-27.09502
Myrmecophaga tridactyla	-61.65608	-25.91497
Myrmecophaga tridactyla	-61.6565	-25.91647
Myrmecophaga tridactyla	-61.67867	-25.91147
Myrmecophaga tridactyla	-61.57003	-25.89197
Myrmecophaga tridactyla	-61.56983	-25.89492
Myrmecophaga tridactyla	-61.56208	-25.89231
Myrmecophaga tridactyla	-61.56983	-25.89492
Myrmecophaga tridactyla	-61.69689	-25.85119
Myrmecophaga tridactyla	-61.57156	-25.88433
Myrmecophaga tridactyla	-61.56983	-25.89492
Myrmecophaga tridactyla	-61.68092	-25.91725
Myrmecophaga tridactyla	-61.19642	-25.95207
Myrmecophaga tridactyla	-61.19647	-25.95067
Myrmecophaga tridactyla	-61.1965	-25.9487
Myrmecophaga tridactyla	-61.20538	-25.93663
Myrmecophaga tridactyla	-61.2069	-25.93828
Myrmecophaga tridactyla	-61.3193	-26.3193
Myrmecophaga tridactyla	-61.3193	-26.3193
Myrmecophaga tridactyla	-61.3048	-26.32147
Myrmecophaga tridactyla	-61.3184	-26.1029
Myrmecophaga tridactyla	-43.532503	-7.954315
Myrmecophaga tridactyla	-43.215266	-7.67024
Myrmecophaga tridactyla	-76.64778	1.14889
Myrmecophaga tridactyla	-59.51666	2.83333
Myrmecophaga tridactyla	-59.51666	2.83333
Myrmecophaga tridactyla	-59.9509	2.83333
Myrmecophaga tridactyla	-59.51666	2.83333
Myrmecophaga tridactyla	-59.4833333	2.9333333
Myrmecophaga tridactyla	-56.27423	-19.947619
Myrmecophaga tridactyla	-56.253913	-19.953996
Myrmecophaga tridactyla	-56.23675	-19.957863
Myrmecophaga tridactyla	-56.250664	-19.927443
Myrmecophaga tridactyla	-56.294552	-19.956954
Myrmecophaga tridactyla	-56.294337	-19.958029
Myrmecophaga tridactyla	-56.315167	-19.954478
Myrmecophaga tridactyla	-56.315167	-19.954478
Myrmecophaga tridactyla	-56.315167	-19.954478
Myrmecophaga tridactyla	-56.311398	-19.955322
Myrmecophaga tridactyla	-56.311398	-19.955322
Myrmecophaga tridactyla	-56.311398	-19.955322
Myrmecophaga tridactyla	-56.311398	-19.955322
Myrmecophaga tridactyla	-56.264914	-19.967885
Myrmecophaga tridactyla	-56.264914	-19.967885
Myrmecophaga tridactyla	-56.236646	-19.957682
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297064	-19.903298
Myrmecophaga tridactyla	-56.297031	-19.971296
Myrmecophaga tridactyla	-56.297031	-19.971296
Myrmecophaga tridactyla	-56.315975	-19.953162
Myrmecophaga tridactyla	-56.315975	-19.953162
Myrmecophaga tridactyla	-56.315975	-19.953162
Myrmecophaga tridactyla	-56.314544	-19.954792
Myrmecophaga tridactyla	-56.306224	-19.9496
Myrmecophaga tridactyla	-56.306224	-19.9496
Myrmecophaga tridactyla	-56.307088	-19.950986
Myrmecophaga tridactyla	-56.307088	-19.950986
Myrmecophaga tridactyla	-56.307088	-19.950986
Myrmecophaga tridactyla	-56.309869	-19.955424
Myrmecophaga tridactyla	-56.309869	-19.955424
Myrmecophaga tridactyla	-56.309869	-19.955424
Myrmecophaga tridactyla	-56.312975	-19.955192
Myrmecophaga tridactyla	-56.312975	-19.955192
Myrmecophaga tridactyla	-56.312975	-19.955192
Myrmecophaga tridactyla	-56.312975	-19.955192
Myrmecophaga tridactyla	-56.243717	-19.959872
Myrmecophaga tridactyla	-56.243717	-19.959872
Myrmecophaga tridactyla	-56.251236	-19.927825
Myrmecophaga tridactyla	-56.311598	-19.955431
Myrmecophaga tridactyla	-56.306253	-19.949591
Myrmecophaga tridactyla	-56.306253	-19.949591
Myrmecophaga tridactyla	-56.306253	-19.949591
Myrmecophaga tridactyla	-56.306253	-19.949591
Myrmecophaga tridactyla	-56.283187	-19.938547
Myrmecophaga tridactyla	-56.306686	-19.920433
Myrmecophaga tridactyla	-56.310053	-19.932798
Myrmecophaga tridactyla	-56.310053	-19.932798
Myrmecophaga tridactyla	-56.313951	-19.955033
Myrmecophaga tridactyla	-56.313951	-19.955033
Myrmecophaga tridactyla	-56.313951	-19.955033
Myrmecophaga tridactyla	-56.313951	-19.955033
Myrmecophaga tridactyla	-56.313951	-19.955033
Myrmecophaga tridactyla	-56.24726	-19.954366
Myrmecophaga tridactyla	-56.309848	-19.95574
Myrmecophaga tridactyla	-56.283819	-19.944441
Myrmecophaga tridactyla	-56.315235	-19.954135
Myrmecophaga tridactyla	-56.236598	-19.957691
Myrmecophaga tridactyla	-56.291438	-19.96306
Myrmecophaga tridactyla	-56.236598	-19.957691
Myrmecophaga tridactyla	-56.317225	-19.951531
Myrmecophaga tridactyla	-56.317225	-19.951531
Myrmecophaga tridactyla	-56.314431	-19.978792
Myrmecophaga tridactyla	-56.314431	-19.978792
Myrmecophaga tridactyla	-56.317109	-19.951802
Myrmecophaga tridactyla	-56.317109	-19.951802
Myrmecophaga tridactyla	-56.318335	-19.951129
Myrmecophaga tridactyla	-56.318335	-19.951129
Myrmecophaga tridactyla	-56.318335	-19.951129
Myrmecophaga tridactyla	-56.318335	-19.951129
Myrmecophaga tridactyla	-56.334657	-19.96254
Myrmecophaga tridactyla	-56.303677	-19.966036
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.29705	-19.971377
Myrmecophaga tridactyla	-56.27297	-19.943024
Myrmecophaga tridactyla	-56.258849	-19.944646
Myrmecophaga tridactyla	-56.258849	-19.944646
Myrmecophaga tridactyla	-56.236711	-19.958025
Myrmecophaga tridactyla	-56.236711	-19.958025
Myrmecophaga tridactyla	-56.317319	-19.951938
Myrmecophaga tridactyla	-56.317319	-19.951938
Myrmecophaga tridactyla	-56.314288	-19.978728
Myrmecophaga tridactyla	-56.314288	-19.978728
Myrmecophaga tridactyla	-56.314288	-19.978728
Myrmecophaga tridactyla	-56.304003	-19.933136
Myrmecophaga tridactyla	-56.304003	-19.933136
Myrmecophaga tridactyla	-56.304003	-19.933136
Myrmecophaga tridactyla	-56.253627	-19.953796
Myrmecophaga tridactyla	-56.253627	-19.953796
Myrmecophaga tridactyla	-56.253627	-19.953796
Myrmecophaga tridactyla	-56.303964	-19.933217
Myrmecophaga tridactyla	-56.303964	-19.933217
Myrmecophaga tridactyla	-56.303964	-19.933217
Myrmecophaga tridactyla	-56.306705	-19.920523
Myrmecophaga tridactyla	-56.306705	-19.920523
Myrmecophaga tridactyla	-56.31049	-19.93327
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.251856	-19.954448
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.290737	-19.963924
Myrmecophaga tridactyla	-56.290737	-19.963924
Myrmecophaga tridactyla	-56.290737	-19.963924
Myrmecophaga tridactyla	-56.290737	-19.963924
Myrmecophaga tridactyla	-56.290737	-19.963924
Myrmecophaga tridactyla	-56.314298	-19.978728
Myrmecophaga tridactyla	-56.244429	-19.958718
Myrmecophaga tridactyla	-56.302914	-19.968003
Myrmecophaga tridactyla	-56.243774	-19.959754
Myrmecophaga tridactyla	-56.243774	-19.959754
Myrmecophaga tridactyla	-56.245807	-19.962411
Myrmecophaga tridactyla	-56.306244	-19.949473
Myrmecophaga tridactyla	-56.313425	-19.955031
Myrmecophaga tridactyla	-56.306273	-19.949455
Myrmecophaga tridactyla	-56.23724	-19.959202
Myrmecophaga tridactyla	-56.23724	-19.959202
Myrmecophaga tridactyla	-56.23724	-19.959202
Myrmecophaga tridactyla	-56.23724	-19.959202
Myrmecophaga tridactyla	-56.248968	-19.966843
Myrmecophaga tridactyla	-56.248968	-19.966843
Myrmecophaga tridactyla	-56.248968	-19.966843
Myrmecophaga tridactyla	-56.274419	-19.941828
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.245855	-19.962447
Myrmecophaga tridactyla	-56.248062	-19.954514
Myrmecophaga tridactyla	-56.274429	-19.941783
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.236607	-19.957691
Myrmecophaga tridactyla	-56.31728	-19.951956
Myrmecophaga tridactyla	-56.313425	-19.955031
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.270518	-19.967294
Myrmecophaga tridactyla	-56.303584	-19.956692
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.294638	-19.956955
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.24893	-19.96687
Myrmecophaga tridactyla	-56.24893	-19.96687
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.270546	-19.967339
Myrmecophaga tridactyla	-56.24893	-19.96687
Myrmecophaga tridactyla	-56.24893	-19.96687
Myrmecophaga tridactyla	-56.244237	-19.959015
Myrmecophaga tridactyla	-56.259216	-19.952085
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.275365	-19.950145
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.274392	-19.947783
Myrmecophaga tridactyla	-56.283819	-19.944432
Myrmecophaga tridactyla	-56.283819	-19.944432
Myrmecophaga tridactyla	-56.306686	-19.920451
Myrmecophaga tridactyla	-56.303927	-19.933054
Myrmecophaga tridactyla	-56.280371	-19.946316
Myrmecophaga tridactyla	-56.280371	-19.948385
Myrmecophaga tridactyla	-56.280371	-19.948385
Myrmecophaga tridactyla	-56.274523	-19.948398
Myrmecophaga tridactyla	-56.269518	-19.945793
Myrmecophaga tridactyla	-56.269518	-19.945793
Myrmecophaga tridactyla	-56.267425	-19.949959
Myrmecophaga tridactyla	-56.267425	-19.949959
Myrmecophaga tridactyla	-56.267425	-19.949959
Myrmecophaga tridactyla	-56.267425	-19.949959
Myrmecophaga tridactyla	-56.257147	-19.947007
Myrmecophaga tridactyla	-56.24513	-19.947977
Myrmecophaga tridactyla	-56.249955	-19.954341
Myrmecophaga tridactyla	-56.249955	-19.954341
Myrmecophaga tridactyla	-56.24416	-19.958988
Myrmecophaga tridactyla	-56.248959	-19.966852
Myrmecophaga tridactyla	-56.27046	-19.96733
Myrmecophaga tridactyla	-56.27046	-19.96733
Myrmecophaga tridactyla	-56.27046	-19.96733
Myrmecophaga tridactyla	-56.27046	-19.96733
Myrmecophaga tridactyla	-56.236731	-19.957854
Myrmecophaga tridactyla	-56.283867	-19.944378
Myrmecophaga tridactyla	-56.297462	-19.97099
Myrmecophaga tridactyla	-56.316454	-19.952911
Myrmecophaga tridactyla	-56.316454	-19.952911
Myrmecophaga tridactyla	-56.29344	-19.959941
Myrmecophaga tridactyla	-56.270508	-19.967285
Myrmecophaga tridactyla	-56.246178	-19.962747
Myrmecophaga tridactyla	-56.243998	-19.959023
Myrmecophaga tridactyla	-56.243998	-19.959023
Myrmecophaga tridactyla	-56.280205	-19.946939
Myrmecophaga tridactyla	-56.280205	-19.946939
Myrmecophaga tridactyla	-56.274391	-19.947864
Myrmecophaga tridactyla	-56.27492	-19.943077
Myrmecophaga tridactyla	-56.27492	-19.943077
Myrmecophaga tridactyla	-56.269527	-19.945721
Myrmecophaga tridactyla	-56.267444	-19.94995
Myrmecophaga tridactyla	-56.267444	-19.94995
Myrmecophaga tridactyla	-56.249974	-19.954332
Myrmecophaga tridactyla	-56.249974	-19.954332
Myrmecophaga tridactyla	-56.293538	-19.903501
Myrmecophaga tridactyla	-56.293538	-19.903501
Myrmecophaga tridactyla	-56.298823	-19.902962
Myrmecophaga tridactyla	-56.298823	-19.902962
Myrmecophaga tridactyla	-56.298823	-19.902962
Myrmecophaga tridactyla	-56.246682	-19.927047
Myrmecophaga tridactyla	-56.251915	-19.897123
Myrmecophaga tridactyla	-56.294607	-19.957614
Myrmecophaga tridactyla	-56.283829	-19.944396
Myrmecophaga tridactyla	-56.275614	-19.950137
Myrmecophaga tridactyla	-56.267482	-19.950032
Myrmecophaga tridactyla	-56.267482	-19.950032
Myrmecophaga tridactyla	-56.259206	-19.952103
Myrmecophaga tridactyla	-56.250012	-19.950284
Myrmecophaga tridactyla	-56.250012	-19.950284
Myrmecophaga tridactyla	-56.244017	-19.95896
Myrmecophaga tridactyla	-56.270479	-19.967366
Myrmecophaga tridactyla	-56.28185	-19.853493
Myrmecophaga tridactyla	-56.292028	-19.871443
